Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_31_210,VGND,li1,104.8800,97.9200,0.001402
FILLER_31_176,VGND,li1,87.1700,97.9200,0.001309
FILLER_31_167,VGND,li1,82.5700,97.9200,0.001273
FILLER_31_120,VGND,li1,61.1800,97.9200,0.001024
FILLER_31_43,VGND,li1,25.5300,97.9200,0.000246
FILLER_31_39,VGND,li1,24.3800,97.9200,0.000246
FILLER_31_27,VGND,li1,20.7000,97.9200,0.000246
FILLER_31_15,VGND,li1,15.1800,97.9200,0.000246
FILLER_31_3,VGND,li1,9.6600,97.9200,0.000246
FILLER_30_283,VGND,li1,135.9300,92.4800,0.002493
FILLER_30_279,VGND,li1,134.7800,92.4800,0.002493
FILLER_30_256,VGND,li1,123.7400,92.4800,0.002481
FILLER_30_235,VGND,li1,113.8500,92.4800,0.002443
FILLER_30_226,VGND,li1,109.9400,92.4800,0.002407
FILLER_30_221,VGND,li1,107.4100,92.4800,0.002390
FILLER_30_217,VGND,li1,106.2600,92.4800,0.002390
FILLER_30_191,VGND,li1,93.6100,92.4800,0.002265
FILLER_30_185,VGND,li1,92.0000,92.4800,0.002265
FILLER_30_152,VGND,li1,75.6700,92.4800,0.001975
FILLER_30_117,VGND,li1,59.5700,92.4800,0.001591
FILLER_30_97,VGND,li1,50.3700,92.4800,0.001311
FILLER_30_73,VGND,li1,39.3300,92.4800,0.000936
FILLER_30_45,VGND,li1,26.4500,92.4800,0.000401
FILLER_30_41,VGND,li1,25.3000,92.4800,0.000401
FILLER_30_29,VGND,li1,21.6200,92.4800,0.000404
FILLER_30_27,VGND,li1,18.1700,92.4800,0.000404
FILLER_30_15,VGND,li1,15.1800,92.4800,0.000404
FILLER_30_3,VGND,li1,9.6600,92.4800,0.000404
FILLER_29_277,VGND,li1,133.6300,92.4800,0.002493
FILLER_29_253,VGND,li1,124.6600,92.4800,0.002481
FILLER_29_179,VGND,li1,88.7800,92.4800,0.002212
FILLER_29_154,VGND,li1,76.8200,92.4800,0.001975
FILLER_29_146,VGND,li1,73.3700,92.4800,0.001934
FILLER_29_134,VGND,li1,69.9200,92.4800,0.001826
FILLER_29_127,VGND,li1,64.6300,92.4800,0.001729
FILLER_29_122,VGND,li1,61.8700,92.4800,0.001649
FILLER_29_116,VGND,li1,60.2600,92.4800,0.001591
FILLER_29_84,VGND,li1,44.3900,92.4800,0.001109
FILLER_29_78,VGND,li1,42.7800,92.4800,0.001023
FILLER_29_54,VGND,li1,30.8200,92.4800,0.000622
FILLER_29_47,VGND,li1,27.8300,92.4800,0.000507
FILLER_29_27,VGND,li1,18.1700,92.4800,0.000404
FILLER_29_15,VGND,li1,15.1800,92.4800,0.000404
FILLER_29_3,VGND,li1,9.6600,92.4800,0.000404
FILLER_28_283,VGND,li1,135.9300,87.0400,0.002368
FILLER_28_279,VGND,li1,134.7800,87.0400,0.002368
FILLER_28_264,VGND,li1,128.3400,87.0400,0.002360
FILLER_28_260,VGND,li1,125.3500,87.0400,0.002344
FILLER_28_251,VGND,li1,121.2100,87.0400,0.002329
FILLER_28_209,VGND,li1,103.5000,87.0400,0.002199
FILLER_28_175,VGND,li1,86.9400,87.0400,0.001970
FILLER_28_152,VGND,li1,75.6700,87.0400,0.001763
FILLER_28_148,VGND,li1,74.5200,87.0400,0.001763
FILLER_28_141,VGND,li1,71.0700,87.0400,0.001654
FILLER_28_138,VGND,li1,69.4600,87.0400,0.001654
FILLER_28_133,VGND,li1,66.9300,87.0400,0.001596
FILLER_28_113,VGND,li1,59.3400,87.0400,0.001415
FILLER_28_99,VGND,li1,51.5200,87.0400,0.001164
FILLER_28_94,VGND,li1,48.9900,87.0400,0.001083
FILLER_28_89,VGND,li1,46.6900,87.0400,0.001028
FILLER_28_85,VGND,li1,45.5400,87.0400,0.001028
FILLER_28_81,VGND,li1,43.4700,87.0400,0.000965
FILLER_28_73,VGND,li1,40.9400,87.0400,0.000888
FILLER_28_67,VGND,li1,37.0300,87.0400,0.000734
FILLER_28_55,VGND,li1,33.5800,87.0400,0.000657
FILLER_28_29,VGND,li1,19.7800,87.0400,0.000347
FILLER_28_27,VGND,li1,18.1700,87.0400,0.000347
